TextureName,ID,TextureWidth,TextureHeight,MapAreaID,OffsetX,OffsetY,HitRectTop,HitRectLeft,HitRectBottom,HitRectRight,PlayerConditionID,Flags,AreaID_0,AreaID_1,AreaID_2,AreaID_3
,3440,0,0,807,0,0,409,162,492,280,0,0,6030,0,0,0
,3441,0,0,807,0,0,496,166,529,226,0,0,6029,0,0,0
,3442,0,0,807,0,0,317,502,353,558,0,0,6039,0,0,0
,3443,0,0,807,0,0,154,397,211,496,0,0,6096,0,0,0
,3444,0,0,807,0,0,116,674,164,739,0,0,6006,0,0,0
,3445,0,0,807,0,0,222,573,262,639,0,0,5973,0,0,0
,3446,0,0,807,0,0,207,648,269,720,0,0,5958,0,0,0
,3447,0,0,807,0,0,271,667,306,705,0,0,5957,0,0,0
,3448,0,0,807,0,0,219,735,248,778,0,0,5949,0,0,0
,3449,0,0,807,0,0,117,807,153,859,0,0,5936,0,0,0
,3450,0,0,807,0,0,140,733,176,778,0,0,5938,0,0,0
,3451,0,0,807,0,0,157,802,189,839,0,0,5939,0,0,0
BREWGARDEN,3476,250,218,858,351,0,0,0,0,0,0,0,6334,6329,6437,0
BRINYMUCK,3477,325,270,858,214,311,0,0,0,0,0,0,6391,6404,0,0
CLUTCHESOFSHEKZEER,3478,209,318,858,341,125,0,0,0,0,0,0,6442,0,0,0
DREADWATERLAKE,3479,322,211,858,437,313,0,0,0,0,0,0,6300,6293,0,0
HEARTOFFEAR,3480,262,293,858,191,122,0,0,0,0,0,0,6435,6418,0,0
HORRIDMARCH,3482,323,194,858,441,224,0,0,0,0,0,0,6443,6440,6439,0
KLAXXIVESS,3483,236,206,858,458,110,0,0,0,0,0,0,6315,0,0,0
KYPARIVOR,3484,325,190,858,485,0,0,0,0,0,0,0,6343,0,0,0
RIKKITUNVILLAGE,3486,218,186,858,236,32,0,0,0,0,0,0,6336,6339,0,0
SOGGYSGAMBLE,3487,268,241,858,450,406,0,0,0,0,0,0,6368,6429,6433,0
TERRACEOFGURTHAN,3488,209,234,858,593,92,0,0,0,0,0,0,6306,0,0,0
ZANVESS,3489,290,283,858,162,385,0,0,0,0,0,0,6444,0,0,0
,3493,0,0,858,0,0,71,491,105,543,0,0,6334,0,0,0
,3494,0,0,858,0,0,136,535,179,670,0,0,6434,0,0,0
,3495,0,0,858,0,0,171,232,353,300,0,0,6418,0,0,0
,3496,0,0,858,0,0,107,566,142,611,0,0,6438,0,0,0
,3498,0,0,858,0,0,197,424,310,500,0,0,6442,0,0,0
,3499,0,0,858,0,0,437,573,518,664,0,0,6429,0,0,0
,3500,0,0,858,0,0,331,439,371,485,0,0,6432,0,0,0
,3501,0,0,858,0,0,477,402,563,509,0,0,6401,0,0,0
,3502,0,0,858,0,0,441,487,502,536,0,0,6448,0,0,0
,3503,0,0,858,0,0,520,573,608,638,0,0,6433,0,0,0
,3504,0,0,858,0,0,575,272,624,335,0,0,6446,0,0,0
,3505,0,0,858,0,0,548,210,596,264,0,0,6445,0,0,0
,3506,0,0,858,0,0,321,317,370,454,0,0,6447,0,0,0
,3507,0,0,858,0,0,363,485,416,530,0,0,6447,0,0,0
,3508,0,0,857,0,0,347,78,456,165,0,0,6371,0,0,0
,3510,0,0,858,0,0,126,491,158,532,0,0,6437,0,0,0
17467,3511,385,146,860,206,173,0,0,0,0,17467,0,0,0,0,0
17468,3512,362,222,860,414,96,0,0,0,0,17468,0,0,0,0,0
17469,3513,164,191,860,565,289,0,0,0,0,17469,0,0,0,0,0
17470,3514,213,257,860,565,126,0,0,0,0,17470,0,0,0,0,0
,3515,0,0,806,0,0,526,386,557,423,0,0,6517,0,0,0
ALCAZISLAND,3516,206,200,907,656,21,0,0,0,0,0,0,2079,0,0,0
BLACKHOOFVILLAGE,3517,344,183,907,199,0,0,0,0,0,0,0,512,0,0,0
BRACKENWLLVILLAGE,3518,384,249,907,133,59,0,0,0,0,0,0,496,0,0,0
DIREHORNPOST,3519,279,301,907,358,169,0,0,0,0,0,0,4046,0,0,0
MUDSPROCKET,3520,433,351,907,109,313,0,0,0,0,0,0,4010,0,0,0
SHADYRESTINN,3521,317,230,907,137,188,0,0,0,0,0,0,403,0,0,0
THERAMOREISLE,3522,305,247,907,542,223,0,0,0,0,0,0,513,0,0,0
THEWYRMBOG,3523,436,299,907,359,369,0,0,0,0,0,0,511,0,0,0
WITCHHILL,3524,270,353,907,428,0,0,0,0,0,0,0,502,0,0,0
,3528,0,0,910,0,0,451,301,481,337,0,0,6160,0,0,0
ANGLERSOUTPOST,3529,347,199,910,545,200,0,0,0,0,0,0,6106,0,0,0
CRADLEOFCHIJI,3530,272,250,910,176,376,0,0,0,0,0,0,6155,0,0,0
REDWINGREFUGE,3531,212,265,910,317,63,0,0,0,0,0,0,6049,0,0,0
DOJANIRIVER,3532,190,282,910,513,3,0,0,0,0,0,0,6010,6007,0,0
,3533,0,0,910,0,0,155,615,256,660,0,0,6010,0,0,0
,3534,0,0,910,0,0,529,330,571,371,0,0,6162,0,0,0
FALLSONGRIVER,3535,214,393,910,218,77,0,0,0,0,0,0,6017,6013,0,0
,3536,0,0,910,0,0,235,270,274,315,0,0,6017,0,0,0
,3537,0,0,910,0,0,434,419,478,497,0,0,6147,0,0,0
,3538,0,0,910,0,0,138,767,213,881,0,0,6369,0,0,0
,3539,0,0,910,0,0,248,310,316,448,0,0,6014,0,0,0
,3540,0,0,910,0,0,483,508,519,545,0,0,6366,0,0,0
NAYELILAGOON,3541,246,240,910,343,373,0,0,0,0,0,0,6135,0,0,0
,3542,0,0,910,0,0,487,348,522,382,0,0,6161,0,0,0
RUINSOFDOJAN,3543,204,383,910,444,44,0,0,0,0,0,0,6008,0,0,0
,3544,0,0,910,0,0,285,198,341,277,0,0,6015,0,0,0
RUINSOFKORJA,3545,211,395,910,125,88,0,0,0,0,0,0,6015,6016,0,0
,3546,0,0,910,0,0,280,519,340,601,0,0,6158,0,0,0
,3547,0,0,910,0,0,220,97,276,176,0,0,6058,0,0,0
TEMPLEOFTHEREDCRANE,3548,219,259,910,300,215,0,0,0,0,0,0,6048,0,0,0
,3549,0,0,910,0,0,156,476,198,528,0,0,6218,0,0,0
THEDEEPWILD,3550,188,412,910,397,59,0,0,0,0,0,0,6004,0,0,0
THEFORBIDDENJUNGLE,3551,257,300,910,0,79,0,0,0,0,0,0,6019,6058,0,0
LOSTDYNASTY,3552,217,279,910,589,27,0,0,0,0,0,0,6026,6009,0,0
,3553,0,0,910,0,0,125,661,172,726,0,0,6026,0,0,0
,3554,0,0,910,0,0,347,78,456,165,0,0,6371,0,0,0
THESOUTHERNISLES,3555,275,329,910,0,267,0,0,0,0,0,0,6371,0,0,0
THESOUTHERNISLES,3556,275,329,910,0,267,0,0,0,0,0,0,6020,0,0,0
KRASARANGCOVE,3557,295,293,910,701,19,0,0,0,0,0,0,6370,6369,0,0
UNGAINGOO,3558,258,170,910,330,498,0,0,0,0,0,0,6148,0,0,0
,3559,0,0,910,0,0,577,427,631,512,0,0,6148,0,0,0
,3560,0,0,910,0,0,77,707,118,781,0,0,6005,0,0,0
ZHUSBASTION,3561,306,204,910,612,0,0,0,0,0,0,0,6000,6005,0,0
,3562,0,0,809,0,0,358,590,386,625,0,0,6617,0,0,0
,3563,0,0,809,0,0,149,308,187,345,0,0,6619,0,0,0
ALLIANCE,3564,490,290,928,256,378,0,0,0,0,20788,0,0,0,0,0
HORDE,3565,278,325,928,183,95,0,0,0,0,20789,0,0,0,0,0
LOCK1,3566,446,429,928,396,9,0,0,0,0,20782,0,0,0,0,0
LOCK1,3567,446,429,928,396,9,0,0,0,0,20787,0,0,0,0,0
LOCK2,3568,446,429,928,396,9,0,0,0,0,20781,0,0,0,0,0
LOCK2,3569,446,429,928,396,9,0,0,0,0,20786,0,0,0,0,0
LOCK3,3570,446,429,928,396,9,0,0,0,0,20779,0,0,0,0,0
LOCK3,3571,446,429,928,396,9,0,0,0,0,20785,0,0,0,0,0
LOCK4,3572,446,429,928,396,9,0,0,0,0,20778,0,0,0,0,0
LOCK4,3573,446,429,928,396,9,0,0,0,0,20784,0,0,0,0,0
HORDE,3574,278,325,933,183,95,0,0,0,0,20789,0,0,0,0,0
LOCK2,3575,446,429,933,396,9,0,0,0,0,20781,0,0,0,0,0
LOCK3,3576,446,429,933,396,9,0,0,0,0,20779,0,0,0,0,0
LOCK1,3577,446,429,933,396,9,0,0,0,0,20782,0,0,0,0,0
LOCK4,3578,446,429,933,396,9,0,0,0,0,20784,0,0,0,0,0
LOCK4,3579,446,429,933,396,9,0,0,0,0,20778,0,0,0,0,0
ALLIANCE,3580,490,290,933,256,378,0,0,0,0,20788,0,0,0,0,0
LOCK3,3581,446,429,933,396,9,0,0,0,0,20785,0,0,0,0,0
LOCK2,3582,446,429,933,396,9,0,0,0,0,20786,0,0,0,0,0
LOCK1,3583,446,429,933,396,9,0,0,0,0,20787,0,0,0,0,0
HORDE,3584,278,325,928,183,95,0,0,0,0,21007,0,0,0,0,0
ALLIANCE,3585,490,290,928,256,378,0,0,0,0,21008,0,0,0,0,0
ALLIANCE,3586,490,290,933,256,378,0,0,0,0,21008,0,0,0,0,0
HORDE,3587,278,325,933,183,95,0,0,0,0,21007,0,0,0,0,0
BLADESPIREFORTRESS,3590,356,303,941,38,117,0,0,0,0,0,0,6864,6962,6875,0
BLOODMAULSTRONGHOLD,3591,258,217,941,311,4,0,0,0,0,0,0,7013,6968,0,0
BONESOFAGURAK,3592,273,349,941,729,319,0,0,0,0,0,0,6994,0,0,0
DAGGERMAWRAVINE,3593,255,191,941,284,91,0,0,0,0,0,0,6744,0,0,0
FROSTWINDDUNES,3594,274,214,941,121,0,0,0,0,0,0,0,6742,0,0,0
GRIMFROSTHILL,3595,178,203,941,597,210,0,0,0,0,0,0,6817,0,0,0
GROMBOLASH,3596,217,239,941,483,33,0,0,0,0,0,0,6775,0,0,0
GROMGAR,3597,282,341,941,505,323,0,0,0,0,0,0,6779,0,0,0
HORDEGARRISON,3598,267,257,941,336,327,0,0,0,0,28705,0,0,0,0,0
IRONSIEGEWORKS,3599,329,294,941,673,156,0,0,0,0,0,0,6983,0,0,0
MAGNAROK,3600,213,278,941,609,33,0,0,0,0,0,0,6784,0,0,0
IRONWAYSTATION,3601,199,335,941,641,304,0,0,0,0,0,0,7076,0,0,0
STONEFANGOUTPOST,3602,251,191,941,306,281,0,0,0,0,0,0,6777,6964,0,0
THEBONESLAG,3603,256,210,941,290,192,0,0,0,0,0,0,6776,0,0,0
THECRACKLINGPLAINS,3604,266,293,941,439,137,0,0,0,0,0,0,6774,0,0,0
WORGOL,3605,317,233,941,72,292,0,0,0,0,0,0,6869,0,0,0
,3606,0,0,973,0,0,340,388,385,439,0,0,7229,0,0,0
TANK,3607,143,137,970,328,251,0,0,0,0,27723,0,0,0,0,0
NOGARRISON,3608,267,257,941,336,327,0,0,0,0,28865,0,0,0,0,0
BASTIONRISE,3609,324,161,949,283,507,0,0,0,0,0,0,6876,6878,6914,0
BEASTWATCH,3610,166,161,949,383,371,0,0,0,0,0,0,6881,6935,6915,0
EASTERNRUIN,3611,210,193,949,525,260,0,0,0,0,0,0,6893,7153,0,0
EVERMORN,3612,297,181,949,281,444,0,0,0,0,0,0,6880,7402,0,0
FOUNDRY,3613,211,221,949,455,74,0,0,0,0,0,0,6892,0,0,0
FOUNDRYSOUTH,3614,217,180,949,454,183,0,0,0,0,0,0,6901,7394,0,0
GRONNCANYON,3615,279,241,949,258,213,0,0,0,0,0,0,6891,7319,6889,6900
HIGHLANDPASS,3616,285,323,949,547,73,0,0,0,0,0,0,7320,0,0,0
HIGHPASS,3617,209,225,949,411,250,0,0,0,0,0,0,7158,6885,7304,0
IRONDOCKS,3618,315,180,949,350,0,0,0,0,0,0,0,7411,7415,0,0
MUSHROOMS,3619,253,198,949,444,323,0,0,0,0,0,0,7149,6884,0,0
STONEMAULARENA,3620,217,178,949,259,335,0,0,0,0,0,0,6887,0,0,0
STONEMAULSOUTH,3621,208,142,949,275,416,0,0,0,0,0,0,6877,0,0,0
STRIPMINE,3622,250,232,949,312,77,137,426,235,514,0,0,6892,0,0,0
TANGLEHEART,3623,262,221,949,451,372,0,0,0,0,0,0,7224,7298,0,0
ANCESTRAL,3624,234,191,950,239,259,0,0,0,0,0,0,7072,0,0,0
,3721,0,0,950,0,0,382,707,427,780,0,0,7052,0,0,0
BROKENPRECIPICE,3625,305,227,950,256,12,0,0,0,0,0,0,7303,7331,0,0
ELEMENTALS,3626,286,274,950,588,0,0,0,0,0,0,0,7280,7139,7386,7071
HALLVALOR,3627,236,372,950,766,118,0,0,0,0,0,0,7123,7060,7059,0
HIGHMAUL,3628,471,437,950,0,0,0,0,0,0,0,0,7405,7406,7367,7395
IRONFISTHARBOR,3629,236,242,950,283,354,0,0,0,0,0,0,7070,0,0,0
LOKRATH,3630,316,221,950,382,187,0,0,0,0,0,0,7065,7063,7297,7061
GROMMASHAR,3631,256,301,950,600,367,0,0,0,0,0,0,7069,7068,0,0
MARGOKS,3632,249,288,950,753,380,0,0,0,0,0,0,7067,7095,0,0
MUSHROOMS,3633,250,287,950,746,25,0,0,0,0,0,0,7385,0,0,0
OSHUGUN,3634,262,266,950,366,323,0,0,0,0,0,0,7150,7151,7188,7172
RINGOFBLOOD,3635,263,287,950,430,0,0,0,0,0,0,0,7376,7375,0,0
RINGOFTRIALS,3636,354,315,950,523,159,0,0,0,0,0,0,7073,7094,7271,7052
SUNSPRINGWATCH,3637,274,254,950,312,98,0,0,0,0,0,0,7296,0,0,0
TELAAR,3638,296,272,950,461,353,0,0,0,0,0,0,7074,0,0,0
ANGUISHFORTRESS,3639,309,264,947,140,160,0,0,0,0,0,0,6873,7392,6922,0
DARKTIDEROOST,3640,282,201,947,468,467,0,0,0,0,0,0,6910,0,0,0
ELODOR,3641,291,266,947,426,0,0,0,0,0,0,0,7116,7117,7225,0
EMBAARI,3642,346,252,947,270,158,0,0,0,0,0,0,6923,6793,6921,7049
GARRISON,3643,223,279,947,194,0,0,0,0,0,28714,0,0,0,0,0
GLOOMSHADE,3644,229,240,947,319,5,0,0,0,0,0,0,6855,6957,7232,0
GULVAR,3645,260,309,947,26,0,0,0,0,0,0,0,6797,6772,0,0
KARABOR,3646,393,318,947,537,150,0,0,0,0,0,0,6930,6931,6944,7216
NOGARRISON,3647,223,279,947,194,0,0,0,0,0,28866,0,0,0,0,0
SHAZGUL,3648,282,225,947,259,315,0,0,0,0,0,0,6792,6791,7231,0
SHIMMERINGMOOR,3649,288,261,947,453,306,0,0,0,0,0,0,7091,7144,7051,7161
SOCRETHAR,3650,202,201,947,383,411,0,0,0,0,0,0,6909,0,0,0
SWISLAND,3651,173,160,947,309,460,0,0,0,0,0,0,7221,0,0,0
BLOODBLADEREDOUBT,3652,209,154,948,334,210,0,0,0,0,0,0,7197,7125,0,0
BLOODMANEVALLEY,3653,229,246,948,410,350,0,0,0,0,0,0,7140,7277,0,0
CENTERRAVENNEST,3654,188,190,948,444,255,0,0,0,0,0,0,7035,7142,7034,0
CLUTCHPOP,3655,217,224,948,533,382,0,0,0,0,0,0,7162,0,0,0
EASTMUSHROOMS,3656,182,244,948,649,155,0,0,0,0,0,0,7046,0,0,0
EMPTYGARRISON,3657,190,187,948,282,261,0,0,0,0,0,0,6999,0,0,0
HOWLINGCRAG,3658,382,274,948,459,0,0,0,0,0,0,0,7270,0,0,0
NWCORNER,3659,314,304,948,102,0,0,0,0,0,0,0,7317,0,0,0
SETHEKKHOLLOW,3660,238,295,948,520,127,0,0,0,0,0,0,7145,7147,7182,0
SKETTIS,3661,371,174,948,289,0,0,0,0,0,0,0,7031,7316,0,0
SOLOSPIRENORTH,3662,196,284,948,429,84,0,0,0,0,0,0,7305,7110,7308,7272
SOLOSPIRESOUTH,3663,169,178,948,374,276,0,0,0,0,0,0,7306,0,0,0
SOUTHPORT,3664,197,179,948,310,328,0,0,0,0,0,0,7198,0,0,0
VEILAKRAZ,3665,252,230,948,281,83,0,0,0,0,0,0,7127,7199,7126,0
VEILZEKK,3666,198,232,948,521,268,0,0,0,0,0,0,7274,7276,0,0
VENTURECOVE,3667,226,193,948,465,475,0,0,0,0,0,0,7163,0,0,0
WRITHINGMIRE,3668,229,213,948,197,198,0,0,0,0,0,0,7202,0,0,0
ARUUNA,3669,389,234,946,597,178,0,0,0,0,0,0,6924,7084,0,0
AUCHINDOUN,3670,309,262,946,338,356,0,0,0,0,0,0,7200,0,0,0
CENTERISLES,3671,252,280,946,546,228,0,0,0,0,0,0,6927,0,0,0
,3722,0,0,948,0,0,57,507,109,612,0,0,7031,0,0,0
COURTOFSOULS,3672,307,229,946,150,264,0,0,0,0,0,0,6916,0,0,0
FORTWRYNN,3673,292,235,946,567,42,0,0,0,0,0,0,7097,7098,6950,0
GORDALFORTRESS,3674,423,290,946,548,378,0,0,0,0,0,0,7131,7176,0,0
GULROK,3675,278,270,946,165,364,0,0,0,0,0,0,6761,0,0,0
NORTHGATE,3676,398,149,946,571,0,0,0,0,0,0,0,7389,7391,0,0
ORUNAICOAST,3677,279,267,946,427,0,0,0,0,0,0,0,6947,7251,7112,6948
SEENTRANCE,3678,308,276,946,685,298,0,0,0,0,0,0,6925,6926,0,0
SHATTRATH,3679,406,367,946,173,22,0,0,0,0,0,0,6762,7421,7418,7455
TELMOR,3680,497,157,946,207,511,0,0,0,0,0,0,6920,7090,6918,0
TOMBOFLIGHTS,3681,326,212,946,352,271,0,0,0,0,0,0,7089,0,0,0
TUUREM,3682,225,224,946,472,148,0,0,0,0,0,0,6949,7133,0,0
ZANGARRA,3683,287,277,946,713,35,0,0,0,0,0,0,7115,0,0,0
,3684,0,0,941,0,0,33,212,94,297,0,0,6758,0,0,0
,3685,0,0,941,0,0,69,366,160,526,0,0,6968,0,0,0
,3686,0,0,941,0,0,189,437,267,522,0,0,6745,0,0,0
,3687,0,0,941,0,0,282,393,327,483,0,0,6776,0,0,0
,3688,0,0,941,0,0,286,667,332,710,0,0,6817,0,0,0
,3689,0,0,941,0,0,346,733,392,813,0,0,6965,0,0,0
,3690,0,0,941,0,0,469,800,529,868,0,0,6995,0,0,0
,3691,0,0,947,0,0,39,213,102,284,0,0,7173,0,0,0
,3692,0,0,947,0,0,157,441,197,484,0,0,6957,0,0,0
,3693,0,0,947,0,0,296,325,359,387,0,0,6993,0,0,0
,3694,0,0,947,0,0,314,403,363,492,0,0,7049,0,0,0
,3695,0,0,947,0,0,287,489,336,548,0,0,6793,0,0,0
,3696,0,0,947,0,0,347,375,380,413,0,0,6866,0,0,0
,3697,0,0,947,0,0,364,545,398,591,0,0,7161,0,0,0
,3698,0,0,947,0,0,422,493,508,608,0,0,7144,0,0,0
,3699,0,0,946,0,0,40,596,94,652,0,0,7112,0,0,0
,3700,0,0,946,0,0,136,613,170,650,0,0,7132,0,0,0
,3701,0,0,946,0,0,148,517,211,596,0,0,6948,0,0,0
,3702,0,0,946,0,0,266,456,338,538,0,0,7269,0,0,0
,3703,0,0,946,0,0,336,482,376,524,0,0,6986,0,0,0
,3704,0,0,946,0,0,358,686,405,737,0,0,6933,0,0,0
,3705,0,0,946,0,0,358,759,404,820,0,0,6925,0,0,0
,3706,0,0,946,0,0,396,731,441,777,0,0,6926,0,0,0
,3707,0,0,946,0,0,398,537,442,583,0,0,7021,0,0,0
,3708,0,0,946,0,0,440,535,476,575,0,0,7029,0,0,0
,3709,0,0,946,0,0,469,593,497,625,0,0,7001,0,0,0
,3710,0,0,946,0,0,487,419,523,457,0,0,7020,0,0,0
,3711,0,0,946,0,0,496,555,526,586,0,0,6978,0,0,0
,3712,0,0,946,0,0,532,563,592,634,0,0,6918,0,0,0
,3713,0,0,950,0,0,85,445,128,515,0,0,7331,0,0,0
,3714,0,0,950,0,0,92,533,149,617,0,0,7375,0,0,0
,3715,0,0,950,0,0,75,835,194,929,0,0,7385,0,0,0
,3716,0,0,950,0,0,251,605,286,644,0,0,7061,0,0,0
,3717,0,0,950,0,0,299,473,335,506,0,0,7063,0,0,0
,3718,0,0,950,0,0,276,812,316,855,0,0,7059,0,0,0
,3719,0,0,950,0,0,384,548,430,600,0,0,7172,0,0,0
,3720,0,0,950,0,0,398,618,425,651,0,0,7081,0,0,0
,3723,0,0,948,0,0,281,439,324,492,0,0,7036,0,0,0
,3724,0,0,948,0,0,250,714,320,768,0,0,7046,0,0,0
,3725,0,0,948,0,0,322,341,387,414,0,0,6999,0,0,0
,3726,0,0,948,0,0,445,438,515,511,0,0,7277,0,0,0
,3727,0,0,949,0,0,255,462,294,512,0,0,7205,0,0,0
,3728,0,0,949,0,0,244,358,308,425,0,0,7319,0,0,0
,3729,0,0,949,0,0,298,481,344,550,0,0,7190,0,0,0
,3730,0,0,949,0,0,318,619,376,668,0,0,7152,0,0,0
,3731,0,0,949,0,0,389,549,433,638,0,0,7149,0,0,0
,3732,0,0,949,0,0,467,448,513,509,0,0,6935,0,0,0
,3733,0,0,949,0,0,462,359,504,441,0,0,6877,0,0,0
,3734,0,0,949,0,0,119,593,173,677,0,0,7451,0,0,0
,3735,0,0,948,0,0,173,353,258,438,0,0,6988,0,0,0
ALTAROFSTORMS,3737,238,195,992,225,110,151,338,203,404,0,0,1441,0,0,0
DREADMAULHOLD,3738,272,206,992,258,0,54,346,121,447,0,0,1437,0,0,0
DREADMAULPOST,3739,235,188,992,327,182,246,434,291,510,0,0,1439,0,0,0
NETHERGARDEKEEP,3740,295,205,992,530,6,60,571,151,719,0,0,1438,0,0,0
NETHERGARDESUPPLYCAMPS,3741,195,199,992,436,0,0,0,0,0,0,0,5076,0,0,0
SERPENTSCOIL,3742,218,183,992,459,97,173,580,208,630,0,0,1440,1438,0,0
SHATTERSHORE,3743,240,270,992,578,91,171,660,277,725,0,0,5077,0,0,0
SUNVEILEXCURSION,3744,233,266,992,386,374,450,469,497,547,0,0,5083,0,0,0
SURWICH,3745,199,191,992,333,474,550,410,601,482,0,0,5084,0,0,0
THEDARKPORTAL,3746,370,298,992,368,179,307,498,401,593,0,0,72,0,0,0
THEREDREACHES,3747,268,354,992,533,268,462,579,582,739,0,0,5078,0,0,0
THETAINTEDFOREST,3748,348,357,992,132,311,434,281,533,405,0,0,5044,0,0,0
THETAINTEDSCAR,3749,308,226,992,144,175,272,268,341,378,0,0,73,0,0,0
RISEOFTHEDEFILER,3750,168,170,19,375,102,154,425,205,478,0,0,2517,0,0,0
NOGARRISON,3752,223,279,947,194,0,0,0,0,0,923,0,0,0,0,0
NOGARRISON,3753,267,257,941,336,327,0,0,0,0,924,0,0,0,0,0
DARKPORTAL,3754,333,437,945,637,136,0,0,0,0,0,0,7514,0,0,0
DRAENEISW,3755,174,208,945,81,367,0,0,0,0,0,0,7655,0,0,0
FANGRILA,3756,343,264,945,429,392,0,0,0,0,0,0,7641,7718,0,0
FELFORGE,3757,223,183,945,392,187,0,0,0,0,0,0,7615,0,0,0
IRONFRONT,3758,209,245,945,0,264,0,0,0,0,0,0,7527,0,0,0
IRONHARBOR,3759,189,294,945,303,62,0,0,0,0,0,0,7515,7723,0,0
KILJAEDEN,3760,365,276,945,392,23,0,0,0,0,0,0,7538,0,0,0
KRANAK,3761,338,254,945,54,94,0,0,0,0,0,0,7524,7525,7536,0
LIONSWATCH,3762,270,208,945,465,313,0,0,0,0,0,0,7522,7721,7720,0
MARSHLANDS,3763,246,218,945,296,383,0,0,0,0,0,0,7604,0,0,0
SHANAAR,3764,248,314,945,170,354,0,0,0,0,0,0,7526,0,0,0
VOLMAR,3765,238,229,945,501,171,0,0,0,0,0,0,7523,7719,0,0
ZETHGOL,3766,274,251,945,118,194,0,0,0,0,0,0,7539,7717,0,0
HELLFIRECITADEL,3767,327,241,945,254,262,0,0,0,0,0,0,7716,7722,0,0
SHIPYARD,3768,223,279,947,194,0,0,0,0,0,34198,0,0,0,0,0
SHIPYARD,3769,267,257,941,336,327,0,0,0,0,34199,0,0,0,0,0
MARKSMAN,3771,262,188,1047,269,233,0,0,0,0,39292,0,0,0,0,0
DEATHKNIGHT,3772,116,118,1047,271,238,0,0,0,0,39293,0,0,0,0,0
FARONAAR,3775,330,265,1015,166,202,0,0,0,0,0,0,7349,7354,7351,8209
FELBLAZE,3776,239,303,1015,594,0,0,0,0,0,0,0,7646,7602,0,0
GREENWAY,3777,247,184,1015,450,95,0,0,0,0,0,0,7620,7621,0,0
ISLEOFTHEWATCHERS,3778,321,267,1015,281,401,0,0,0,0,0,0,8147,8371,8370,0
LLOTHIENHIGHLANDS,3779,351,245,1015,219,69,0,0,0,0,0,0,7360,7341,7340,0
LOSTORCHARD,3780,315,185,1015,257,0,0,0,0,0,0,0,7517,7618,7535,7359
NARTHALAS,3781,272,192,1015,441,173,0,0,0,0,0,0,7352,7357,7366,7365
OCEANUSCOVE,3782,206,266,1015,396,244,0,0,0,0,0,0,7348,7521,7344,0
RUINEDSANCTUM,3783,220,288,1015,523,233,0,0,0,0,0,0,7633,7571,7554,7345
TEMPLELIGHTS,3784,181,243,1015,481,340,0,0,0,0,0,0,8003,7599,8166,8001
ZARKHENAR,3785,288,195,1015,477,0,0,0,0,0,0,0,7339,7361,7556,7346
BLOODHUNTHIGHLANDS,3790,297,250,1024,307,75,0,0,0,0,0,0,7725,7810,7782,7769
FELTOTEM,3791,256,326,1024,172,31,0,0,0,0,0,0,8159,7833,8256,7837
FROSTHOOFWATCH,3792,186,213,1024,391,408,0,0,0,0,0,0,7936,7801,7961,0
IRONHORNENCLAVE,3793,288,258,1024,452,410,0,0,0,0,0,0,7662,8107,8089,0
NIGHTWATCHERSPERCH,3794,344,295,1024,0,244,0,0,0,0,0,0,8078,0,0,0
PINEROCKBASIN,3795,217,148,1024,323,249,0,0,0,0,0,0,7732,7733,7729,0
RIVERBEND,3796,214,308,1024,314,360,0,0,0,0,0,0,7709,7790,7724,0
ROCKAWAYSHALLOWS,3797,207,302,1024,469,45,0,0,0,0,0,0,8042,7861,8372,0
SHIPWRECKCOVE,3798,283,170,1024,331,0,0,0,0,0,0,0,7883,8088,0,0
SKYHORN,3799,311,229,1024,357,179,0,0,0,0,0,0,7726,7755,7728,7757
STONEHOOFWATCH,3800,341,328,1024,494,236,0,0,0,0,0,0,7949,8051,7922,0
SYLVANFALLS,3801,445,326,1024,0,342,0,0,0,0,0,0,8050,0,0,0
THUNDERTOTEM,3802,244,199,1024,332,302,0,0,0,0,0,0,7731,7791,7845,0
TRUESHOTLODGE,3803,172,204,1024,249,236,0,0,0,0,0,0,7877,0,0,0
AGGRAMMARSVAULT,3804,199,185,1017,361,210,0,0,0,0,0,0,7544,7808,0,0
BLACKBEAKOVERLOOK,3805,297,210,1017,154,129,0,0,0,0,0,0,7603,0,0,0
DREADWAKE,3806,215,247,1017,457,412,0,0,0,0,0,0,7698,8217,7773,7610
DREYRGROT,3807,132,145,1017,689,266,0,0,0,0,0,0,8238,8174,0,0
GREYWATCH,3808,173,163,1017,648,339,0,0,0,0,0,0,7699,7789,0,0
HALLSOFVALOR,3809,252,280,1017,585,372,0,0,0,0,0,0,7643,8362,0,0
HAUSTVALD,3810,200,174,1017,612,187,0,0,0,0,0,0,7653,7860,0,0
HRYDSHAL,3811,631,315,1017,0,353,0,0,0,0,0,0,7608,7612,8328,7611
MAWOFNASHAL,3812,509,251,1017,17,0,0,0,0,0,0,0,7563,7564,0,0
MORHEIM,3813,150,180,1017,741,313,0,0,0,0,0,0,7862,7863,0,0
NASTRONDIR,3814,241,194,1017,345,95,0,0,0,0,0,0,8095,8324,8103,0
QATCHMANSROCK,3815,135,162,1017,623,81,0,0,0,0,0,0,8327,0,0,0
RUNEWOOD,3816,194,214,1017,592,226,0,0,0,0,0,0,7652,7651,8281,8279
SHIELDSREST,3817,289,172,1017,689,0,0,0,0,0,0,0,7857,7744,0,0
