Title_lang,Description_lang,Reward_lang,Flags,Instance_ID,Supercedes,Category,Ui_order,Shares_criteria,Faction,Points,Minimum_criteria,ID,IconFileID,Criteria_tree
"Twilight Duo (25 player)","With at least two Twilight Drakes still alive, engage and defeat Sartharion the Onyx Guardian in 25-player mode.",,0,615,2052,14922,55,0,-1,10,0,2053,236473,8838
"The Twilight Zone (25 player)","With all three Twilight Drakes still alive, engage and defeat Sartharion the Onyx Guardian in 25-player mode.","Title Reward: Twilight Vanquisher",0,615,2053,14922,56,0,-1,10,0,2054,236473,14971
"Volunteer Work","Defeat Jedoga Shadowseeker in Ahn'kahet on Heroic Difficulty without killing any Twilight Volunteers.",,0,619,0,14806,44,0,-1,10,0,2056,236451,9945
"Oh Novos!","Defeat Novos the Summoner in Drak'Tharon Keep on Heroic Difficulty without allowing any undead minions to reach the floor.",,0,600,0,14806,47,0,-1,10,0,2057,237511,9006
"Snakes. Why'd It Have To Be Snakes?","Defeat Slad'ran in Gundrak on Heroic Difficulty without getting snake wrapped.",,0,604,0,14806,55,0,-1,10,0,2058,236177,12408
"Armored Brown Bear","Obtain an Armored Brown Bear from Mei Francis in Dalaran.",,131072,-1,0,15248,1,0,-1,10,1,2076,236244,11216
"Wooly Mammoth","Obtain a Wooly Mammoth from Mei Francis in Dalaran.",,131072,-1,0,15248,2,0,-1,10,1,2077,236239,13104
"Traveler's Tundra Mammoth","Obtain a Traveler's Tundra Mammoth from Mei Francis in Dalaran.",,131072,-1,0,15248,3,0,-1,10,1,2078,236239,11039
"Tabard of the Protector","Obtained a Tabard of the Protector from the Dark Portal event.",,2048,-1,0,15274,19,0,-1,0,0,2079,135026,9948
"Black War Mammoth","Obtain a Black War Mammoth.",,131072,-1,0,14901,10,0,-1,10,1,2080,236237,11043
"Grand Black War Mammoth","Obtain a Grand Black War Mammoth.",,133248,-1,0,15269,17,0,-1,0,1,2081,236237,11047
"Ice Mammoth","Obtain an Ice Mammoth.",,131072,-1,0,14866,12,0,-1,10,1,2082,236241,10341
"Grand Ice Mammoth","Obtain a Grand Ice Mammoth.",,0,-1,0,14866,13,0,-1,10,1,2083,236241,123
"Ring of the Kirin Tor","Purchase a Signet of the Kirin Tor, Band of the Kirin Tor, Loop of the Kirin Tor, or Ring of the Kirin Tor in Dalaran.",,0,-1,0,15246,6,0,-1,10,1,2084,133415,8638
"50 Stone Keeper's Shards","Loot 50 Stone Keeper's Shards.",,2048,-1,0,15280,1,0,-1,0,0,2085,134375,11051
"100 Stone Keeper's Shards","Loot 100 Stone Keeper's Shards.",,2048,-1,2085,15280,2,0,-1,0,0,2086,134375,14395
"250 Stone Keeper's Shards","Loot 250 Stone Keeper's Shards.",,2048,-1,2086,15280,3,0,-1,0,0,2087,134375,14881
"500 Stone Keeper's Shards","Loot 500 Stone Keeper's Shards.",,2048,-1,2087,15280,4,0,-1,0,0,2088,134375,14673
"1000 Stone Keeper's Shards","Loot 1000 Stone Keeper's Shards.",,2048,-1,2088,15280,5,0,-1,0,0,2089,134375,11007
Challenger,"Earn the Challenger title in an arena season.",,0,-1,0,165,18,0,-1,10,1,2090,236537,12725
Gladiator,"Earn the Gladiator title in an arena season.","Rewards: Custom Gladiator Mount",12288,-1,0,165,21,0,-1,10,1,2091,236540,10561
Duelist,"Earn the Duelist title in an arena season.",,4096,-1,0,165,20,0,-1,10,1,2092,236539,14311
Rival,"Earn the Rival title in an arena season.",,4096,-1,0,165,19,0,-1,10,1,2093,236538,12737
"A Penny For Your Thoughts","Fish up the copper coins listed below from the Dalaran fountain.",,0,571,0,171,36,0,-1,10,0,2094,237283,12748
"Silver in the City","Fish up the silver coins listed below from the Dalaran fountain.",,0,571,0,171,37,0,-1,10,0,2095,237282,8721
"The Coin Master","Complete the coin fishing achievements listed below.","Reward: Titanium Seal of Dalaran",131072,-1,0,171,47,0,-1,10,0,2096,133785,8797
"Get to the Choppa!","Obtain a Mekgineer's Chopper or a Mechano-hog.",,131072,-1,0,15248,4,0,-1,10,1,2097,134248,10536
"Tabard of the Argent Dawn","Obtained a Tabard of the Argent Dawn from the Scourge Invasion event.",,2048,-1,0,15274,20,0,-1,0,0,2116,135026,12650
"Glory of the Hero","Complete the Heroic dungeon achievements listed below.","Reward: Red Proto-Drake",131072,-1,0,168,12,0,-1,25,0,2136,133127,9760
"Glory of the Raider (10 player)","Complete the 10-player raid achievements listed below.",,131072,-1,0,168,13,0,-1,25,0,2137,133124,8905
"Glory of the Raider (25 player)","Complete the 25-player raid achievements listed below.",,131072,-1,0,168,14,0,-1,25,0,2138,133074,10626
"The Safety Dance (25 player)","Defeat Heigan the Unclean in Naxxramas without anyone in the raid dying in 25-player mode.",,0,533,0,14922,26,0,-1,10,0,2139,132301,9730
"Momma Said Knock You Out (25 player)","Defeat Grand Widow Faerlina in Naxxramas without dispelling or preventing frenzy in 25-player mode.",,0,-1,0,14922,28,0,-1,10,0,2140,136138,10608
"Stable Keeper","Obtain 10 mounts (usable by a single character).",,131072,-1,0,15248,8,0,-1,10,0,2141,132254,10644
"Filling Up The Barn","Obtain 25 mounts (usable by a single character).",,131072,-1,2141,15248,9,0,-1,10,0,2142,132259,10605
"Leading the Cavalry","Obtain 50 mounts (usable by a single character).","Reward: Albino Drake",131072,-1,2142,15248,10,0,-1,10,0,2143,236237,10647
"What a Long, Strange Trip It's Been","Complete the world events achievements listed below.","Rewards: Violet Proto-Drake",143360,-1,0,155,16,0,-1,50,0,2144,236369,10454
"The Hundred Club (10 player)","Defeat Sapphiron in Naxxramas without any member of the raid having a frost resist value over 100 in 10-player mode.",,0,533,0,14922,37,0,-1,10,0,2146,134155,13776
"The Hundred Club (25 player)","Defeat Sapphiron in Naxxramas without any member of the raid having a frost resist value over 100 in 25-player mode.",,0,533,0,14922,38,0,-1,10,0,2147,134155,14732
"Denyin' the Scion (10 player)","Deliver a killing blow to a Scion of Eternity while riding on a hover disk in 10-player mode.",,0,616,0,14922,47,0,-1,10,0,2148,132843,10684
"Denyin' the Scion (25 player)","Deliver a killing blow to a Scion of Eternity while riding on a hover disk in 25-player mode.",,0,616,0,14922,48,0,-1,10,0,2149,132843,14651
"Split Personality","Defeat Grand Magus Telestra in The Nexus on Heroic Difficulty after having killed her images within 5 seconds of the first one dying during each split.",,0,-1,0,14806,36,0,-1,10,0,2150,236496,9800
"Consumption Junction","Defeat Trollgore in Drak'Tharon Keep on Heroic Difficulty before Consume reaches ten stacks.",,0,600,0,14806,45,0,-1,10,0,2151,250120,13067
"Share The Love","Defeat Gal'darah in Gundrak on Heroic Difficulty and have 5 unique party members get impaled throughout the fight.",,0,604,0,14806,53,0,-1,10,0,2152,132246,10611
"A Void Dance","Defeat Zuramat the Obliterator in The Violet Hold on Heroic Difficulty without killing any void sentries.",,0,608,0,14806,51,0,-1,10,0,2153,132886,10540
"Brann Spankin' New","Defeat the Tribunal of Ages encounter in the Halls of Stone on Heroic Difficulty without allowing Brann Bronzebeard to take any damage.",,0,599,0,14806,58,0,-1,10,0,2154,236444,8985
"Abuse the Ooze","Defeat Sjonnir the Ironshaper in the Halls of Stone on Heroic Difficulty and kill 5 Iron Sludges during the encounter.",,0,599,0,14806,57,0,-1,10,0,2155,134437,10047
"My Girl Loves to Skadi All the Time","Defeat Skadi the Ruthless in Utgarde Pinnacle on Heroic Difficulty after having killed Grauf from 100% to dead in a single pass.",,0,575,0,14806,66,0,-1,10,0,2156,236419,10713
"King's Bane","Defeat King Ymiron in Utgarde Pinnacle on Heroic Difficulty without anyone in the party triggering Bane.",,0,575,0,14806,67,0,-1,10,0,2157,236421,14654
"And They Would All Go Down Together (10 player)","Defeat the 4 Horsemen in Naxxramas, ensuring that they all die within 15 seconds of each other in 10-player mode.",,0,533,0,14922,35,0,-1,10,0,2176,237534,13108
"And They Would All Go Down Together (25 player)","Defeat the 4 Horsemen in Naxxramas, ensuring that they all die within 15 seconds of each other in 25-player mode.",,0,533,0,14922,36,0,-1,10,0,2177,237534,13179
"Shocking! (10 player)","Defeat Thaddius in Naxxramas without anyone in the raid crossing the negative and positive charges in 10-player mode.",,0,533,0,14922,29,0,-1,10,0,2178,135769,10614
"Shocking! (25 player)","Defeat Thaddius in Naxxramas without anyone in the raid crossing the negative and positive charges in 25 player mode.",,0,533,0,14922,30,0,-1,10,0,2179,135769,15137
"Subtraction (10 player)","Defeat Thaddius in Naxxramas with less than 9 players in 10-player mode.",,0,533,0,14922,31,0,-1,10,0,2180,135768,11179
"Subtraction (25 player)","Defeat Thaddius in Naxxramas with less than 21 players in 25-player mode.",,0,533,0,14922,32,0,-1,10,0,2181,135768,11207
"Spore Loser (10 player)","Defeat Loatheb in Naxxramas without killing any spores in 10-player mode.",,0,533,0,14922,33,0,-1,10,0,2182,134220,9803
"Spore Loser (25 player)","Defeat Loatheb in Naxxramas without killing any spores in 25-player mode.",,0,533,0,14922,34,0,-1,10,0,2183,134220,9806
"Just Can't Get Enough (10 player)","Defeat Kel'Thuzad in Naxxramas while killing at least 18 abominations in his chamber in 10 player mode.",,0,533,0,14922,39,0,-1,10,0,2184,135774,9957
"Just Can't Get Enough (25 player)","Defeat Kel'Thuzad in Naxxramas while killing at least 18 abominations in his chamber in 25-player mode.",,0,533,0,14922,40,0,-1,10,0,2185,135774,14667
"The Immortal","Within one raid lockout period, defeat every boss in Naxxramas without allowing any raid member to die during any of the boss encounters in 25-player mode.","Title Reward: The Immortal",2048,533,0,15278,10,0,-1,0,0,2186,135986,12500
"The Undying","Within one raid lockout period, defeat every boss in Naxxramas without allowing any raid member to die during any of the boss encounters in 10-player mode.","Title Reward: The Undying",2048,533,0,15278,8,0,-1,0,0,2187,135969,11133
Leeeeeeeeeeeeeroy!,"Kill 50 rookery whelps within 15 seconds.","Title: Jenkins",2048,229,0,15277,2,0,-1,0,0,2188,236234,12368
"Artillery Expert","Destroy 5 vehicles using a turret in a single battle.",,0,607,0,14881,12,0,-1,10,0,2189,132385,11210
"Drop It Now!","Kill 5 players carrying seaforium in a single battle.",,0,607,0,14881,14,0,-1,10,0,2190,236272,12371
"Ancient Courtyard Protector","Kill 100 players in the Courtyard of the Ancients.",,0,607,0,14881,16,0,-1,10,0,2191,132282,8939
"Not Even a Scratch","Win a Strand of the Ancients battle without losing any siege vehicles.",,0,607,0,14881,10,0,0,10,0,2192,132337,12291
"Explosives Expert","Plant 5 Seaforium charges which successfully damage a wall in a single battle.",,0,607,0,14881,8,0,-1,10,0,2193,133713,8967
"Master of Strand of the Ancients","Complete the Strand of the Ancients achievements listed below.",,135168,-1,0,14881,17,0,-1,25,0,2194,236394,8970
"Wintergrasp Ranger","Kill 10 players in each of the Wintergrasp areas listed below.",,0,571,0,14901,4,0,-1,10,0,2199,236224,10467
"Defense of the Ancients","Defend the beach without losing any walls.",,0,607,0,14881,6,0,0,10,0,2200,132341,14195
"Total deaths in 5-player Heroic dungeons","Total deaths in 5-player heroic dungeons",,1,-1,0,125,3,0,-1,0,0,2219,136243,13770
"Northern Exposure","Kill one of the extremely rare and hard to find Northrend creatures listed below.",,0,-1,0,14780,10,0,-1,10,1,2256,236834,9821
Frostbitten,"Kill all of the extremely rare and hard to find Northrend creatures listed below.",,131072,-1,2256,14780,11,2256,-1,25,0,2257,236751,8942
"Summons accepted","Summons accepted",,1,-1,0,134,2,0,-1,0,0,2277,136243,9846
"Brutal Nether Drake","Obtain the Brutal Nether Drake from Arena Season 4 of The Burning Crusade.",,2048,-1,0,15269,21,0,-1,0,1,2316,132249,12530
"Insane in the Membrane","Raise your reputation to Honored with the Bloodsail Buccaneers, and Exalted with Booty Bay, Everlook, Gadgetzan, Ratchet, Darkmoon Faire, and Ravenholdt.","Title Reward: The Insane",2048,-1,0,15273,5,0,-1,0,0,2336,236206,10687
"Dreadsteed of Xoroth","Completed the Dreadsteed of Xoroth warlock quest.",,2048,-1,0,15234,4,0,-1,0,0,2357,132238,8825
Charger,"Completed the paladin quest to obtain a Charger.",,2048,-1,0,15234,1,0,-1,0,1,2358,132226,11196
"Swift Flight Form","Completed the druid quest to obtain Swift Flight Form.",,2048,-1,0,15234,5,0,-1,0,0,2359,132128,11200
"Battleground played the most","Battleground played the most",,1,-1,0,153,2,839,-1,0,0,2396,136243,11279
"Battleground won the most","Battleground won the most",,1,-1,0,153,4,840,-1,0,0,2397,136243,8828
"WoW's 4th Anniversary","Logged in during WoW's 4th Anniversary.",,2048,-1,0,15274,30,0,-1,0,0,2398,133783,11204
"Hard Boiled","Lay an egg in Un'Goro Crater's Golakka Hot Springs as a rabbit during the Noblegarden celebration.",,0,-1,0,159,6,0,-1,10,0,2416,236998,12294
"Chocolate Lover","Eat 25 Noblegarden Chocolates during the Noblegarden celebration.",,0,-1,0,159,2,0,-1,10,0,2417,236570,13182
Chocoholic,"Eat 100 Noblegarden Chocolates during the Noblegarden celebration.",,0,-1,2417,159,3,0,-1,10,0,2418,236570,8673
"Spring Fling","Find your pet Spring Rabbit another one to love in each of the towns listed below.",,0,-1,0,159,7,0,1,10,0,2419,237000,12297
"Noble Garden","Hide a Brightly Colored Egg in Silvermoon City.",,0,-1,0,159,9,0,0,10,0,2420,236997,10044
"Noble Garden","Hide a Brightly Colored Egg in Stormwind City.",,0,-1,0,159,10,0,1,10,0,2421,236997,9960
"Shake Your Bunny-Maker","Use Spring Flowers to place rabbit ears upon females of at least 18th level.",,0,-1,0,159,11,0,-1,10,0,2422,133939,14735
"Desert Rose","Use Spring Robes to plant a flower in each of the deserts listed below.",,0,-1,0,159,12,0,-1,10,0,2436,237578,9963
"Vampire Hunter","Slew Prince Tenris Mirkblood and acquired his Vampiric Batling pet.",,2048,-1,0,15274,1,0,-1,0,1,2456,132182,15013
"Destruction Derby","Destroy each of the vehicles listed below.",,0,571,0,14901,6,0,0,10,0,2476,135783,9970
"The Fifth Element","Obtain an Aqual Quintessence.",,2048,-1,0,15271,8,0,-1,0,0,2496,135862,9976
"Spring Fling","Find your pet Spring Rabbit another one to love in each of the towns listed below.",,0,-1,0,159,8,0,0,10,0,2497,237000,12524
"Lil' Game Hunter","Collect 75 unique pets.","Reward: Little Fawn",135168,-1,1250,15118,5,0,-1,10,0,2516,132599,22158
"Mountain o' Mounts","Obtain 100 mounts (usable by a single character).","Reward: Blue Dragonhawk Mount",135168,-1,2143,15248,11,0,1,10,0,2536,132188,3059
"Mountain o' Mounts","Obtain 100 mounts (usable by a single character).","Reward: Red Dragonhawk Mount",135168,-1,2143,15248,16,0,0,10,0,2537,132188,14389
"Pest Control","Slay the following pests.",,0,-1,0,92,52,0,-1,10,0,2556,132196,12388
"To All The Squirrels Who Shared My Life","Show more critters of Azeroth how much you /love them.",,0,-1,0,92,49,0,-1,10,0,2557,237182,8808
"Blushing Bride","Kiss someone wearing an Elegant Dress while wearing a White Tuxedo Shirt and Black Tuxedo Pants.",,0,-1,0,159,13,0,-1,10,0,2576,136209,13779
"Mr. Bigglesworth kills","Mr. Bigglesworth kills",,1,533,0,14823,40,0,-1,10,0,2596,134155,13782
"I Found One!","Find a Brightly Colored Egg.",,0,-1,0,159,1,0,-1,10,0,2676,237000,9112
"Dual Talent Specialization","Visit your class trainer when you are at least level 30 and activate your Dual Talent Specialization.",,2048,-1,0,15234,10,0,-1,0,0,2716,236544,9654
"Argent Aspiration","Train to compete in the Argent Tournament by becoming an Aspirant for your race's faction.",,0,-1,0,14941,1,0,-1,10,1,2756,236690,10432
"Argent Valor","Train to compete in the Argent Tournament by becoming a Valiant for your race's faction.",,0,-1,2756,14941,2,0,-1,10,1,2758,236689,8399
"Exalted Champion of Darnassus","Earn exalted status with and the right to represent Darnassus in the Argent Tournament.","Title Reward: of Darnassus",0,-1,2777,14941,8,0,1,10,0,2760,255141,7110
"Exalted Champion of the Exodar","Earn exalted status with and the right to represent the Exodar in the Argent Tournament.","Title Reward: of the Exodar",0,-1,2778,14941,10,0,1,10,0,2761,255137,7896
"Exalted Champion of Gnomeregan","Earn exalted status with and the right to represent the Gnomeregan Exiles in the Argent Tournament.","Title Reward: of Gnomeregan",0,-1,2779,14941,12,0,1,10,0,2762,255139,6991
"Exalted Champion of Ironforge","Earn exalted status with and the right to represent Ironforge in the Argent Tournament.","Title Reward: of Ironforge",0,-1,2780,14941,14,0,1,10,0,2763,255138,11149
"Exalted Champion of Stormwind","Earn exalted status with and the right to represent Stormwind in the Argent Tournament.","Title Reward: of Stormwind",0,-1,2781,14941,16,0,1,10,0,2764,255140,10356
"Exalted Champion of Orgrimmar","Earn exalted status with and the right to represent Orgrimmar in the Argent Tournament.","Title Reward: of Orgrimmar",0,-1,2783,14941,21,0,0,10,0,2765,255142,7900
"Exalted Champion of Sen'jin","Earn exalted status with and the right to represent Sen'jin in the Argent Tournament.","Title Reward: of Sen'jin",0,-1,2784,14941,23,0,0,10,0,2766,255145,14356
"Exalted Champion of Silvermoon City","Earn exalted status with and the right to represent Silvermoon City in the Argent Tournament.","Title Reward: of Silvermoon",0,-1,2785,14941,25,0,0,10,0,2767,255136,8471
"Exalted Champion of Thunder Bluff","Earn exalted status with and the right to represent Thunder Bluff in the Argent Tournament.","Title Reward: of Thunder Bluff",0,-1,2786,14941,27,0,0,10,0,2768,255144,8559
"Exalted Champion of the Undercity","Earn exalted status with and the right to represent the Undercity in the Argent Tournament.","Title Reward: of the Undercity",0,-1,2787,14941,29,0,0,10,0,2769,255143,8064
"Exalted Champion of the Alliance","Earn exalted status with and the right to represent every Alliance race's faction in the Argent Tournament.",,131072,-1,2782,14941,18,0,1,10,0,2770,255130,8504
"Exalted Champion of the Horde","Earn exalted status with and the right to represent every Horde race's faction in the Argent Tournament.",,131072,-1,2788,14941,31,0,0,10,0,2771,255132,8563
Tilted!,"Defeat another player in a mounted duel at the Argent Tournament.",,0,-1,0,14941,3,0,-1,10,0,2772,135128,8501
"It's Just a Flesh Wound","Unmask and defeat the Black Knight at the Argent Tournament.",,0,-1,0,14941,5,0,-1,10,0,2773,133146,7642
"Champion of Darnassus","Earn the right to represent Darnassus in the Argent Tournament.",,0,-1,0,14941,7,0,1,10,0,2777,255141,8074
"Champion of the Exodar","Earn the right to represent the Exodar in the Argent Tournament.",,0,-1,0,14941,9,0,1,10,0,2778,255137,10439
"Champion of Gnomeregan","Earn the right to represent the Gnomeregan Exiles in the Argent Tournament.",,0,-1,0,14941,11,0,1,10,0,2779,255139,7645
"Champion of Ironforge","Earn the right to represent Ironforge in the Argent Tournament.",,0,-1,0,14941,13,0,1,10,0,2780,255138,7706
"Champion of Stormwind","Earn the right to represent Stormwind in the Argent Tournament.",,0,-1,0,14941,15,0,1,10,0,2781,255140,8601
"Champion of the Alliance","Earn the right to represent every Alliance race's faction in the Argent Tournament.",,131072,-1,0,14941,17,0,1,10,0,2782,255130,2159
